@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,14-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute age numeric
@attribute workclass {State-gov,Self-emp-not-inc,Private,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute education-num numeric
@attribute marital-status {Never-married,Married-civ-spouse,Divorced,Married-spouse-absent,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Adm-clerical,Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Husband,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
38,Private,10th,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
52,Private,Bachelors,13,Divorced,Adm-clerical,Husband,White,Female,5455,0,40,<=50K
31,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,<=50K
58,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,<=50K
43,Private,Bachelors,13,Divorced,Sales,Husband,White,Female,0,0,65,<=50K
28,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,<=50K
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,>50K
17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
45,Private,Bachelors,13,Never-married,Sales,Husband,White,Female,0,0,40,>50K
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
22,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,Black,Male,99999,0,55,>50K
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K
30,Private,9th,5,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,<=50K
35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,<=50K
18,Never-worked,11th,7,Never-married,Adm-clerical,Own-child,Black,Male,0,0,48,<=50K
65,Private,HS-grad,9,Widowed,Adm-clerical,Husband,White,Female,0,0,8,<=50K
29,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,>50K
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
49,Private,Assoc-voc,11,Divorced,Other-service,Own-child,White,Female,0,0,40,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,>50K
33,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White,Female,0,0,40,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,>50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,<=50K
54,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,>50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,2907,0,40,<=50K
62,Private,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
59,Private,Bachelors,13,Widowed,Prof-specialty,Husband,White,Male,14084,0,40,>50K
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,>50K
44,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,70,>50K
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
21,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,48,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,0,0,40,<=50K
50,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,<=50K
87,Private,Assoc-voc,11,Widowed,Adm-clerical,Husband,White,Female,0,0,38,<=50K
28,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,<=50K
25,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
64,Private,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,<=50K
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,<=50K
61,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
27,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,<=50K
51,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,<=50K
49,Private,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,40,>50K
30,Private,Masters,14,Never-married,Exec-managerial,Husband,White,Male,0,0,90,<=50K
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,<=50K
25,Federal-gov,HS-grad,9,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
53,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,0,40,<=50K
40,Private,HS-grad,9,Widowed,Transport-moving,Husband,White,Male,0,0,40,<=50K
49,State-gov,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,<=50K
25,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
23,Private,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,56,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,<=50K
45,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,35,<=50K
41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
18,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,40,<=50K
53,Private,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,40,<=50K
35,Private,HS-grad,9,Divorced,Exec-managerial,Husband,Black,Male,0,0,50,<=50K
21,Private,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,0,50,<=50K
28,Private,7th-8th,4,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
35,Private,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,65,<=50K
17,Private,11th,7,Never-married,Other-service,Other-relative,Black,Female,0,0,24,<=50K
18,Without-pay,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,<=50K
21,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,48,<=50K
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
43,State-gov,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,0,38,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K
47,Private,9th,5,Never-married,Other-service,Husband,White,Female,0,0,50,<=50K
34,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
25,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,38,<=50K
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
37,Private,HS-grad,9,Divorced,Handlers-cleaners,Husband,White,Female,0,0,40,<=50K
44,Private,11th,7,Divorced,Machine-op-inspct,Husband,Black,Female,0,0,35,<=50K
81,Self-emp-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,2936,0,28,<=50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,<=50K
21,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
44,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,56,>50K
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
71,Private,7th-8th,4,Widowed,Adm-clerical,Husband,White,Female,0,4356,40,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
28,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Own-child,Black,Male,0,0,40,<=50K
46,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,<=50K
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
37,State-gov,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,65,<=50K
37,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,323,40,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
58,Private,HS-grad,9,Widowed,Transport-moving,Husband,White,Male,8614,0,40,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,>50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,<=50K
40,Private,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K
33,Private,Some-college,10,Never-married,Transport-moving,Husband,White,Male,0,0,20,<=50K
51,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
31,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K
29,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
55,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,65,>50K
55,Private,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,48,<=50K
24,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,>50K
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,<=50K
70,Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,<=50K
36,Private,Some-college,10,Separated,Other-service,Husband,White,Female,0,0,40,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K
50,Local-gov,7th-8th,4,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,>50K
39,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K
20,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1504,40,<=50K
31,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,<=50K
32,Federal-gov,Some-college,10,Married-AF-spouse,Other-service,Wife,White,Female,0,0,15,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,<=50K
50,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,<=50K
50,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
48,Private,Bachelors,13,Divorced,Other-service,Husband,White,Female,0,0,40,<=50K
80,Private,7th-8th,4,Widowed,Adm-clerical,Husband,White,Female,0,0,40,<=50K
38,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K
23,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
52,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,>50K
34,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1902,40,>50K
49,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
56,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,>50K
35,Private,Bachelors,13,Divorced,Prof-specialty,Husband,White,Female,6849,0,40,<=50K
72,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
26,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,<=50K
40,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,20,<=50K
33,Private,Assoc-acdm,12,Separated,Adm-clerical,Other-relative,Black,Female,0,0,40,<=50K
28,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
45,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,<=50K
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,<=50K
20,Local-gov,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,<=50K
22,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
47,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,40,<=50K
27,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,<=50K
50,Private,HS-grad,9,Separated,Sales,Husband,Black,Male,0,0,40,<=50K
65,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
36,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,35,<=50K
48,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
56,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,<=50K
39,Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,40,<=50K
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
70,Private,10th,6,Widowed,Protective-serv,Husband,White,Male,0,0,40,<=50K
26,Private,Assoc-acdm,12,Never-married,Adm-clerical,Husband,White,Female,0,0,40,<=50K
39,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,<=50K
53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
40,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,24,<=50K
25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,<=50K
39,State-gov,10th,6,Separated,Adm-clerical,Husband,Black,Female,0,0,35,<=50K
33,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
28,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
65,Private,7th-8th,4,Widowed,Adm-clerical,Husband,White,Female,0,0,40,<=50K
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,<=50K
77,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,>50K
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
42,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
24,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,48,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,<=50K
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,<=50K
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
33,Private,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,<=50K
30,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,38,<=50K
23,Private,Bachelors,13,Never-married,Tech-support,Husband,White,Female,0,0,20,<=50K
40,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,<=50K
67,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,50,<=50K
46,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,<=50K
77,Private,12th,8,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,<=50K
54,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,<=50K
23,Private,Some-college,10,Never-married,Other-service,Husband,White,Female,0,0,40,<=50K
39,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,<=50K
77,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,<=50K
39,Private,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,0,0,40,<=50K
32,State-gov,Some-college,10,Never-married,Protective-serv,Husband,Black,Female,3887,0,40,<=50K
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,<=50K
77,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,20,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
27,Private,Bachelors,13,Never-married,Tech-support,Husband,Black,Female,0,0,40,<=50K
49,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
73,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,<=50K
20,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,<=50K
60,Private,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,<=50K
61,Private,HS-grad,9,Widowed,Sales,Husband,White,Female,0,0,15,<=50K
88,Private,Bachelors,13,Widowed,Adm-clerical,Other-relative,White,Female,0,0,10,<=50K
29,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
20,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K
51,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,<=50K
61,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K
25,Private,Assoc-acdm,12,Never-married,Exec-managerial,Husband,White,Female,0,0,60,<=50K
42,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
74,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Male,0,0,40,<=50K
62,Local-gov,Some-college,10,Divorced,Sales,Husband,White,Female,0,0,40,<=50K
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Husband,Other,Female,0,0,38,<=50K
24,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,56,>50K
59,Private,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,0,0,50,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,>50K
65,Private,Some-college,10,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,<=50K
44,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,<=50K
66,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,<=50K
72,Private,7th-8th,4,Widowed,Adm-clerical,Husband,White,Male,0,0,2,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,>50K
25,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
56,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,<=50K
67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,<=50K
35,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,<=50K
51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,60,<=50K
31,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,32,<=50K
55,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
36,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,60,>50K
48,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
40,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,<=50K
59,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
77,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
46,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,60,>50K
44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
52,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,55,>50K
67,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,<=50K
20,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,12,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
17,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Female,0,0,22,<=50K
46,Private,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,0,0,48,<=50K
56,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,<=50K
41,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K
61,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,55,>50K
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
