@relation test_miss-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute age numeric
@attribute workclass {Local-gov,Private,State-gov,Self-emp-inc,Federal-gov,Self-emp-not-inc,Never-worked,Without-pay}
@attribute fnlwgt numeric
@attribute education {7th-8th,HS-grad,Bachelors,Masters,Some-college,Prof-school,10th,1st-4th,11th,5th-6th,Assoc-voc,Doctorate,12th,Assoc-acdm,Preschool,9th}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Separated,Widowed,Never-married,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Farming-fishing,Craft-repair,Adm-clerical,Prof-specialty,Sales,Other-service,Protective-serv,Transport-moving,Machine-op-inspct,Tech-support,Exec-managerial,Handlers-cleaners,Priv-house-serv,Armed-Forces}
@attribute relationship {Husband,Wife,Own-child,Not-in-family,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Iran,Puerto-Rico,El-Salvador,Haiti,Mexico,Scotland,Cuba,Philippines,Trinadad&Tobago,Canada,Peru,Laos,Dominican-Republic,England,Poland,Japan,Vietnam,Ecuador,Columbia,Germany,Italy,South,France,India,Honduras,China,Greece,Jamaica,Taiwan,Guatemala,Portugal,Nicaragua,Outlying-US(Guam-USVI-etc),Cambodia,Hungary,Ireland,Hong}
@attribute class {<=50K,>50K}

@data
17,Private,157618,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
26,Private,62024,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
30,Federal-gov,102624,HS-grad,9,Never-married,Adm-clerical,Husband,Other,Female,1506,0,40,United-States,<=50K
24,Private,371470,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,Germany,<=50K
63,Private,287688,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,40,Cuba,<=50K
53,Private,279275,7th-8th,4,Divorced,Machine-op-inspct,Husband,Black,Female,0,0,35,United-States,<=50K
30,Self-emp-not-inc,83824,1st-4th,2,Never-married,Craft-repair,Husband,White,Male,0,0,20,Puerto-Rico,<=50K
47,Self-emp-not-inc,286581,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
23,Private,186523,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
61,Federal-gov,150543,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,Puerto-Rico,<=50K
22,Private,52085,1st-4th,2,Never-married,Other-service,Other-relative,White,Male,0,0,25,El-Salvador,<=50K
34,Private,408705,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,65768,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,94901,Some-college,10,Separated,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
30,Local-gov,40019,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,45,United-States,<=50K
40,Private,52182,Assoc-acdm,12,Divorced,Tech-support,Husband,White,Female,0,0,60,United-States,<=50K
40,Self-emp-not-inc,149244,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
22,Private,99506,Some-college,10,Never-married,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
48,Local-gov,396133,Some-college,10,Divorced,Prof-specialty,Husband,White,Female,0,0,25,United-States,<=50K
37,Self-emp-not-inc,43281,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K
38,Private,172060,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
53,Private,329008,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
60,Private,156030,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
50,Private,91144,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
45,Private,89640,Some-college,10,Divorced,Other-service,Husband,Black,Female,0,0,35,United-States,<=50K
61,Private,82007,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
40,Private,334242,Assoc-voc,11,Separated,Craft-repair,Husband,White,Female,0,0,60,United-States,<=50K
53,Private,30412,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,242921,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
44,Private,15679,HS-grad,9,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Female,0,0,24,United-States,<=50K
26,Private,58635,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,198097,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
20,Local-gov,308707,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
26,Private,168009,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
41,Private,187979,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,54942,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K
36,Private,170474,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
33,Private,349728,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
48,Local-gov,290191,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,<=50K
57,Self-emp-not-inc,106259,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
48,Private,82772,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
39,Private,106644,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,48,United-States,<=50K
69,Federal-gov,314699,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,196205,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
41,Private,290455,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,336732,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,<=50K
52,State-gov,214962,Doctorate,16,Divorced,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
23,State-gov,35735,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,38,United-States,<=50K
43,Private,322221,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,<=50K
81,Private,40973,7th-8th,4,Widowed,Exec-managerial,Husband,White,Female,0,0,45,United-States,<=50K
24,Private,90327,Bachelors,13,Separated,Exec-managerial,Husband,White,Female,0,0,70,United-States,<=50K
23,Private,156643,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K
47,Private,124231,HS-grad,9,Never-married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,56,Puerto-Rico,<=50K
46,Private,216246,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
27,Private,117644,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
21,Private,221619,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
19,Private,192299,12th,8,Never-married,Other-service,Own-child,Other,Male,0,0,10,Mexico,<=50K
34,Private,194452,9th,5,Separated,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,125077,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
47,Self-emp-inc,279866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
23,Private,169721,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
35,Private,178037,1st-4th,2,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
41,Private,195842,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
18,Private,75537,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,4416,0,30,United-States,<=50K
20,Private,188345,Assoc-voc,11,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
31,Private,197020,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
41,State-gov,382144,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,4064,0,40,United-States,<=50K
49,Private,173363,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,123682,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,161926,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
60,Private,79729,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,188495,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
55,Private,168636,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
52,Private,45664,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
63,Private,66294,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,141588,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
42,Private,37167,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,12,United-States,<=50K
55,Private,167622,11th,7,Widowed,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
23,State-gov,103386,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
28,Private,98989,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,State-gov,73319,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
42,Private,42934,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,<=50K
60,Private,134380,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
39,Private,166757,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21,State-gov,97497,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,266151,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,46614,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States,<=50K
51,Local-gov,142354,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
24,Private,114938,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,70,Mexico,<=50K
60,Private,100642,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,<=50K
37,Private,98047,Some-college,10,Married-civ-spouse,Sales,Wife,Other,Female,0,0,40,England,<=50K
54,Private,234778,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,169169,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
41,State-gov,255973,Bachelors,13,Divorced,Tech-support,Husband,White,Female,1151,0,20,United-States,<=50K
46,Federal-gov,612829,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,183921,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,45,United-States,>50K
27,Private,178449,Some-college,10,Separated,Adm-clerical,Husband,White,Female,6497,0,40,United-States,<=50K
59,Private,98210,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,230951,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,99999,0,40,United-States,<=50K
25,Private,142057,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,104271,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,200424,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
35,Private,118809,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Cuba,<=50K
28,Private,205642,HS-grad,9,Separated,Other-service,Husband,White,Female,0,0,30,United-States,<=50K
54,Private,59640,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
30,Private,213182,Doctorate,16,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
31,Private,32591,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
42,Private,141653,HS-grad,9,Never-married,Tech-support,Husband,White,Female,0,0,40,United-States,<=50K
65,Self-emp-inc,198149,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10605,0,35,United-States,>50K
47,Self-emp-not-inc,32798,Doctorate,16,Divorced,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
53,Private,106721,11th,7,Divorced,Adm-clerical,Husband,White,Female,0,0,40,Mexico,<=50K
48,Private,219198,Prof-school,15,Divorced,Prof-specialty,Husband,White,Female,0,0,99,United-States,<=50K
28,Private,308768,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,228696,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,302704,Bachelors,13,Never-married,Adm-clerical,Husband,White,Female,0,0,30,United-States,<=50K
46,Self-emp-inc,31014,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,40,United-States,>50K
37,Private,197027,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,199886,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1590,40,United-States,<=50K
42,Private,143528,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,10520,0,48,United-States,>50K
36,Private,180812,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,12,United-States,<=50K
38,Private,44495,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
53,Private,130708,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
41,State-gov,43737,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
29,Private,77203,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Columbia,<=50K
38,Private,174809,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,102973,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,45,United-States,<=50K
53,Private,232758,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
39,Private,80577,Preschool,1,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,48,Guatemala,<=50K
39,Federal-gov,304597,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,7688,0,40,Philippines,<=50K
21,Private,197329,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,107968,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,United-States,<=50K
44,Private,260939,HS-grad,9,Divorced,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,173363,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
35,Private,77866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
35,Federal-gov,222244,Bachelors,13,Widowed,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
22,Private,174591,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,30,Dominican-Republic,<=50K
23,Private,116364,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,107330,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
21,State-gov,213716,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,236698,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,80,United-States,>50K
40,Local-gov,169578,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
66,Self-emp-not-inc,150008,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
58,Local-gov,273787,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
51,Private,190559,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
29,Private,33909,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
36,Private,117004,Bachelors,13,Never-married,Tech-support,Husband,White,Female,13550,0,40,United-States,>50K
60,Local-gov,103723,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
54,Local-gov,194263,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,172521,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
45,Self-emp-inc,202284,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
70,Private,398971,1st-4th,2,Widowed,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
21,Private,198668,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,State-gov,116594,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
47,Private,78903,Some-college,10,Separated,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
41,Local-gov,155277,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
19,Private,209742,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,250117,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,278088,Bachelors,13,Never-married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
75,Self-emp-not-inc,166787,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,22040,0,43,United-States,<=50K
39,Local-gov,313944,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
31,Private,46820,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
31,Private,401172,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
41,Private,142076,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
43,Private,66674,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
28,Private,54269,HS-grad,9,Never-married,Transport-moving,Husband,Other,Male,0,0,55,United-States,<=50K
26,Local-gov,345444,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
41,Private,224921,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,116521,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
25,Private,285908,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
26,Private,101149,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,93601,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,90103,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,136083,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,68896,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
43,Private,182413,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Self-emp-not-inc,53416,9th,5,Never-married,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
31,Private,168524,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,30,United-States,<=50K
37,Self-emp-not-inc,578738,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,5,United-States,<=50K
32,Local-gov,189235,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,Germany,<=50K
42,Private,84280,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Private,190642,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
34,Private,165367,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,101044,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
34,Self-emp-not-inc,30720,11th,7,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,88,United-States,<=50K
62,Local-gov,108103,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Private,259928,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,144929,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Female,0,2057,99,United-States,<=50K
49,Private,190040,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States,<=50K
18,State-gov,209488,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
41,Private,229630,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Poland,<=50K
57,Private,182916,HS-grad,9,Divorced,Machine-op-inspct,Husband,White,Female,0,0,38,United-States,<=50K
58,Private,103985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Greece,<=50K
52,Private,212194,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32,Mexico,<=50K
35,Self-emp-not-inc,203461,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,134003,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,40,United-States,<=50K
51,Private,102077,10th,6,Separated,Machine-op-inspct,Husband,Black,Female,0,0,40,United-States,<=50K
28,Local-gov,252394,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,United-States,<=50K
17,Private,87784,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,9,United-States,<=50K
36,Private,629336,1st-4th,2,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,107158,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
50,Federal-gov,31447,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
48,Private,175767,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
39,Local-gov,455925,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
43,Private,212840,Bachelors,13,Divorced,Adm-clerical,Husband,White,Female,0,0,40,Germany,<=50K
17,Private,125776,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
55,Private,161838,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,38,Jamaica,<=50K
56,Private,166261,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,<=50K
43,Private,151375,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,7298,0,40,United-States,>50K
21,Private,414793,Some-college,10,Never-married,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
74,Private,101594,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
25,Private,121567,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
37,Self-emp-not-inc,35561,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,39151,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
50,Private,355796,HS-grad,9,Divorced,Prof-specialty,Husband,Black,Female,0,0,40,United-States,<=50K
54,Private,75665,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
48,Private,197764,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
18,Private,63767,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,71007,Doctorate,16,Never-married,Prof-specialty,Husband,White,Male,3325,0,40,United-States,<=50K
22,Private,185541,Assoc-acdm,12,Never-married,Sales,Husband,White,Female,0,0,60,United-States,<=50K
27,Private,163815,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,30,United-States,<=50K
51,Self-emp-not-inc,117291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
50,Private,339530,Some-college,10,Divorced,Exec-managerial,Husband,White,Female,10520,0,40,United-States,>50K
25,Private,241494,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
42,Private,98089,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
17,Private,163618,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
65,Self-emp-not-inc,89145,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
44,Private,110023,HS-grad,9,Divorced,Other-service,Husband,Black,Female,0,0,38,United-States,<=50K
27,Private,230131,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,52766,Some-college,10,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,25,United-States,<=50K
49,Private,81781,Bachelors,13,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
37,Private,278403,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,108288,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
